timestamp (YYYY.MM.DD-HH.MM.SS),event,time (seconds),time (formatted),file name,file path
2014.12.08-15.25.32,load,115,00:01:55,ebee3d_75.blend,C:\Art\Ebee3d\ebee3d_75.blend
2014.12.08-15.49.13,save,1421,00:23:41,ebee3d_76.blend,C:\Art\Ebee3d\ebee3d_76.blend
2014.12.08-15.51.47,save,153,00:02:33,ebee3d_76.blend,C:\Art\Ebee3d\ebee3d_76.blend
2014.12.08-16.02.33,save,645,00:10:45,ebee3d_76.blend,C:\Art\Ebee3d\ebee3d_76.blend
2014.12.08-16.25.18,save,1364,00:22:44,ebee3d_76.blend,C:\Art\Ebee3d\ebee3d_76.blend
2014.12.11-12.59.45,load,0,00:00:00,,
2014.12.11-13.06.17,load,392,00:06:32,ebee3d_76.blend,C:\Art\Ebee3d\ebee3d_76.blend
2014.12.11-13.45.57,save,2380,00:39:40,ebee3d_77.blend,C:\Art\Ebee3d\ebee3d_77.blend
2014.12.12-11.41.54,load,0,00:00:00,,
2014.12.12-11.57.39,load,944,00:15:44,ebee3d_77.blend,C:\Art\Ebee3d\ebee3d_77.blend
2014.12.12-12.13.39,save,960,00:16:00,ebee3d_78.blend,C:\Art\Ebee3d\ebee3d_78.blend
2014.12.12-12.19.51,save,372,00:06:12,ebee3d_78.blend,C:\Art\Ebee3d\ebee3d_78.blend
2014.12.12-12.22.17,save,145,00:02:25,ebee3d_78.blend,C:\Art\Ebee3d\ebee3d_78.blend
2014.12.12-12.28.40,save,382,00:06:22,ebee3d_78.blend,C:\Art\Ebee3d\ebee3d_78.blend
2014.12.12-13.27.56,save,3556,00:59:16,ebee3d_78.blend,C:\Art\Ebee3d\ebee3d_78.blend
2014.12.12-23.26.54,load,0,00:00:00,,
2014.12.12-23.26.55,load,0,00:00:00,junkbot19.blend,C:\Art\JunkBot\JunkBot\junkbot19.blend
2014.12.12-23.31.22,load,267,00:04:27,,
2014.12.12-23.40.09,load,526,00:08:46,junkbot19.blend,C:\Art\JunkBot\JunkBot\junkbot19.blend
2014.12.12-23.43.02,save,172,00:02:52,junkbot19.blend,C:\Art\JunkBot\JunkBot\junkbot19.blend
2014.12.12-23.48.02,save,300,00:05:00,junkbot20.blend,C:\Art\JunkBot\JunkBot\junkbot20.blend
2014.12.12-23.54.36,load,0,00:00:00,,
2014.12.12-23.54.38,load,2,00:00:02,hair5.blend,C:\Art\Biomecha\Hair\hair5.blend
2014.12.15-16.01.05,load,0,00:00:00,,
2014.12.15-17.43.05,load,6120,01:42:00,tree_01.blend,C:\Art\Biomecha Game\Trees\tree_01.blend
2014.12.17-19.09.23,load,0,00:00:00,,
2014.12.17-21.54.13,load,0,00:00:00,,
2014.12.18-16.57.47,load,0,00:00:00,,
2014.12.18-17.56.46,load,3538,00:58:58,tree_01.blend,C:\Art\Biomecha Game\Trees\tree_01.blend
2014.12.18-18.03.49,load,0,00:00:00,,
2014.12.18-18.16.15,load,0,00:00:00,,
2014.12.19-19.52.49,load,1,00:00:01,,
2014.12.19-19.56.43,load,234,00:03:54,junkbot20.blend,C:\Art\JunkBot\junkbot20.blend
2014.12.19-21.19.27,save,4963,01:22:43,junkbot20.blend,C:\Art\JunkBot\junkbot20.blend
2014.12.26-12.32.52,load,0,00:00:00,,
2014.12.26-12.41.20,load,508,00:08:28,tree_01.blend,C:\Art\Biomecha Game\Trees\tree_01.blend
2014.12.26-13.52.37,save,4276,01:11:16,tree_01.blend,C:\Art\Biomecha Game\Trees\tree_01.blend
2014.12.27-12.41.09,load,0,00:00:00,,
2014.12.27-21.10.45,load,2,00:00:02,,
2014.12.28-00.12.22,save,10897,03:01:37,capsule_01.blend,C:\Art\Capsule\capsule_01.blend
2014.12.28-23.51.31,load,0,00:00:00,,
2014.12.28-23.52.08,load,36,00:00:36,biomecha_99_23.blend,C:\Art\Biomecha Game\biomecha_99_23.blend
2014.12.30-16.24.00,load,1,00:00:01,,
2014.12.30-16.25.23,load,82,00:01:22,monster_mid_12.blend,C:\Art\Biomecha Game\Monster\monster_mid_12.blend
2014.12.30-17.33.33,save,4089,01:08:09,monster_mid_13.blend,C:\Art\Biomecha Game\Monster\monster_mid_13.blend
2014.12.30-18.13.36,load,0,00:00:00,,
2014.12.30-18.13.42,load,5,00:00:05,monster_mid_13.blend,C:\Art\Biomecha Game\Monster\monster_mid_13.blend
2014.12.30-18.14.07,save,24,00:00:24,monster_mid_13.blend,C:\Art\Biomecha Game\Monster\monster_mid_13.blend
2014.12.30-18.14.14,load,7,00:00:07,,
2014.12.30-18.14.19,load,5,00:00:05,monster_mid_13.blend,C:\Art\Biomecha Game\Monster\monster_mid_13.blend
2014.12.30-18.19.40,save,321,00:05:21,monster_mid_13.blend,C:\Art\Biomecha Game\Monster\monster_mid_13.blend
2014.12.30-19.42.08,save,4947,01:22:27,monster_mid_13.blend,C:\Art\Biomecha Game\Monster\monster_mid_13.blend
2015.01.02-18.48.05,load,0,00:00:00,,
2015.01.02-18.48.17,load,12,00:00:12,monster_mid_13.blend,C:\Art\Biomecha Game\Monster\monster_mid_13.blend
2015.01.02-18.50.28,save,131,00:02:11,monster_mid_13.blend,C:\Art\Biomecha Game\Monster\monster_mid_13.blend
2015.01.02-19.20.15,save,1786,00:29:46,monster_mid_13.blend,C:\Art\Biomecha Game\Monster\monster_mid_13.blend
2015.01.02-19.21.08,load,0,00:00:00,,
2015.01.02-19.21.10,load,2,00:00:02,monster_mid_13.blend,C:\Art\Biomecha Game\Monster\monster_mid_13.blend
2015.01.02-19.25.53,load,0,00:00:00,,
2015.01.02-19.25.53,load,0,00:00:00,monster_mid_13.blend,C:\Art\Biomecha Game\Monster\monster_mid_13.blend
2015.01.02-19.50.20,save,1467,00:24:27,monster_mid_14.blend,C:\Art\Biomecha Game\Monster\monster_mid_14.blend
2015.01.02-19.50.47,save,27,00:00:27,monster_mid_14.blend,C:\Art\Biomecha Game\Monster\monster_mid_14.blend
2015.01.03-10.55.15,save,54267,15:04:27,monster_mid_15.blend,C:\Art\Biomecha Game\Monster\monster_mid_15.blend
2015.01.03-10.57.49,save,153,00:02:33,monster_mid_15.blend,C:\Art\Biomecha Game\Monster\monster_mid_15.blend
2015.01.03-11.48.10,save,3020,00:50:20,monster_mid_15.blend,C:\Art\Biomecha Game\Monster\monster_mid_15.blend
2015.01.03-20.34.23,load,0,00:00:00,,
2015.01.03-20.34.33,load,0,00:00:00,,
2015.03.05-11.23.27,load,0,00:00:00,,
